temperature_1,temperature_2,temperature_3,pressure_1,pressure_2,ultrasonic
26.29,27.42,26.3,685.15,0.09,594.0
26.29,27.42,26.3,685.15,0.09,594.0
26.29,27.42,26.29,685.15,0.09,594.0
26.29,27.42,26.29,685.15,0.09,594.0
26.29,27.42,26.3,685.15,0.11,594.0
26.29,27.42,26.3,685.15,0.11,594.0
26.29,27.42,26.29,685.15,0.09,594.0
26.29,27.42,26.29,685.15,0.09,594.0
26.29,27.42,26.3,685.15,0.11,595.02
26.29,27.42,26.3,685.15,0.11,595.02
26.27,27.42,26.29,685.15,0.11,594.0
26.27,27.42,26.29,685.15,0.11,594.0
26.29,27.42,26.3,685.15,0.11,596.66
26.29,27.42,26.3,685.15,0.11,596.66
26.29,27.42,26.3,685.15,0.09,598.09
26.29,27.42,26.3,685.15,0.09,598.09
26.29,27.42,26.3,685.15,0.11,594.0
26.29,27.42,26.3,685.15,0.11,594.0
26.29,27.42,26.3,685.15,0.09,594.0
26.29,27.42,26.3,685.15,0.09,594.0
26.29,27.42,26.3,685.15,0.09,600.13
26.29,27.42,26.3,685.15,0.09,600.13
26.29,27.42,26.3,685.15,0.11,594.0
26.29,27.42,26.3,685.15,0.11,594.0
26.29,27.42,26.3,685.15,0.09,594.0
26.29,27.42,26.3,685.15,0.09,594.0
26.29,27.42,26.3,685.15,0.09,594.41
26.29,27.42,26.3,685.15,0.09,594.41
26.29,27.42,26.29,685.15,0.09,594.0
26.29,27.42,26.29,685.15,0.09,594.0
26.26,27.42,26.3,685.15,0.11,594.0
26.26,27.42,26.3,685.15,0.11,594.0
26.29,27.42,26.3,685.15,0.09,593.18
26.29,27.42,26.3,685.15,0.09,593.18
26.29,27.42,26.3,685.15,0.09,587.05
26.29,27.42,26.3,685.15,0.09,587.05
26.29,27.42,26.3,685.15,0.09,587.05
26.29,27.42,26.3,685.15,0.09,587.05
26.29,27.49,26.3,685.15,0.11,587.05
26.29,27.49,26.3,685.15,0.11,587.05
26.29,27.42,26.31,685.15,0.09,587.05
26.29,27.42,26.31,685.15,0.09,587.05
26.11,27.42,26.3,685.15,0.09,582.96
26.11,27.42,26.3,685.15,0.09,582.96
26.23,27.49,26.3,685.15,0.11,580.51
26.23,27.49,26.3,685.15,0.11,580.51
26.26,27.49,26.29,685.15,0.09,581.94
26.26,27.49,26.29,685.15,0.09,581.94
26.29,27.49,26.3,685.15,0.09,580.51
26.29,27.49,26.3,685.15,0.09,580.51
25.92,27.52,26.29,685.15,0.09,580.1
25.92,27.52,26.29,685.15,0.09,580.1
26.29,27.49,26.3,685.15,0.09,580.1
26.29,27.49,26.3,685.15,0.09,580.1
26.11,27.42,26.3,685.15,0.09,580.1
26.11,27.42,26.3,685.15,0.09,580.1
26.29,27.42,26.3,685.15,0.11,583.99
26.29,27.42,26.3,685.15,0.11,583.99
26.29,27.49,26.3,685.15,0.09,584.39
26.29,27.49,26.3,685.15,0.09,584.39
26.29,27.42,26.31,685.15,0.11,587.05
26.29,27.42,26.31,685.15,0.11,587.05
26.29,27.42,26.33,685.15,0.09,592.98
26.29,27.42,26.33,685.15,0.09,592.98
26.29,27.42,26.3,685.15,0.09,594.0
26.29,27.42,26.3,685.15,0.09,594.0
26.29,27.42,26.31,685.15,0.09,599.31
26.29,27.42,26.31,685.15,0.09,599.31
26.29,27.49,26.3,685.15,0.09,594.0
26.29,27.49,26.3,685.15,0.09,594.0
26.26,27.49,26.3,685.15,0.11,590.73
26.26,27.49,26.3,685.15,0.11,590.73
26.29,27.49,26.3,685.15,0.11,587.05
26.29,27.49,26.3,685.15,0.11,587.05
25.97,27.42,26.33,685.15,0.09,580.31
25.97,27.42,26.33,685.15,0.09,580.31
26.29,27.42,26.3,685.15,0.09,580.1
26.29,27.42,26.3,685.15,0.09,580.1
26.28,27.52,26.3,685.15,0.09,583.78
26.28,27.52,26.3,685.15,0.09,583.78
26.29,27.42,26.3,685.15,0.09,589.91
26.29,27.42,26.3,685.15,0.09,589.91
26.29,27.42,26.32,685.15,0.09,599.31
26.29,27.42,26.32,685.15,0.09,599.31
26.29,27.42,26.31,685.15,0.09,594.0
26.29,27.42,26.31,685.15,0.09,594.0
26.29,27.52,26.3,685.15,0.11,586.64
26.29,27.52,26.3,685.15,0.11,586.64
26.29,27.42,26.31,685.15,0.09,580.1
26.29,27.42,26.31,685.15,0.09,580.1
26.29,27.42,26.31,685.15,0.09,585.42
26.29,27.42,26.31,685.15,0.09,585.42
26.29,27.49,26.3,685.15,0.09,587.05
26.29,27.49,26.3,685.15,0.09,587.05
26.27,27.49,26.31,685.15,0.09,594.0
26.27,27.49,26.31,685.15,0.09,594.0
26.29,27.42,26.33,685.15,0.09,594.0
26.29,27.42,26.33,685.15,0.09,594.0
26.26,27.49,26.31,685.15,0.09,580.72
26.26,27.49,26.31,685.15,0.09,580.72
26.11,27.49,26.32,685.15,0.11,580.1
26.11,27.49,26.32,685.15,0.11,580.1
26.28,27.42,26.33,685.15,0.09,587.05
26.28,27.42,26.33,685.15,0.09,587.05
26.29,27.49,26.32,685.15,0.11,594.0
26.29,27.49,26.32,685.15,0.11,594.0
26.29,27.42,26.31,685.15,0.09,596.66
26.29,27.42,26.31,685.15,0.09,596.66
26.29,27.42,26.32,685.15,0.09,587.05
26.29,27.42,26.32,685.15,0.09,587.05
25.97,27.49,26.31,685.15,0.09,582.76
25.97,27.49,26.31,685.15,0.09,582.76
27.03,27.42,27.15,685.15,0.63,594.61
26.89,27.38,27.16,685.15,0.63,594.2
26.89,27.38,27.16,685.15,0.63,594.2
28.14,27.38,28.29,685.15,1.39,608.1
28.14,27.38,28.29,685.15,1.39,608.1
28.14,27.38,28.29,685.15,1.38,607.9
28.14,27.38,28.29,685.15,1.38,607.9
28.14,27.38,28.31,685.15,1.39,607.9
28.14,27.38,28.31,685.15,1.39,607.9
28.1,27.38,28.28,685.15,1.38,607.9
28.1,27.38,28.28,685.15,1.38,607.9
27.99,27.42,28.29,685.15,1.38,607.9
27.99,27.42,28.29,685.15,1.38,607.9
28.14,27.49,28.28,685.15,1.38,607.9
28.14,27.49,28.28,685.15,1.38,607.9
28.14,27.38,28.29,685.15,1.39,614.84
28.14,27.38,28.29,685.15,1.39,614.84
27.03,27.38,27.31,685.15,0.74,600.95
27.03,27.38,27.31,685.15,0.74,600.95
27.03,27.38,27.34,685.15,0.75,603.6
27.03,27.38,27.34,685.15,0.75,603.6
27.03,27.38,27.31,685.15,0.74,607.9
27.03,27.38,27.31,685.15,0.74,607.9
27.03,27.38,27.31,685.15,0.74,607.9
27.03,27.38,27.31,685.15,0.74,607.9
27.03,27.49,27.3,685.15,0.74,608.51
27.03,27.49,27.3,685.15,0.74,608.51
27.03,27.42,27.31,685.15,0.73,607.9
27.03,27.42,27.31,685.15,0.73,607.9
27.03,27.38,27.3,685.15,0.74,601.77
27.03,27.38,27.3,685.15,0.74,601.77
27.03,27.38,27.32,685.15,0.74,600.95
27.03,27.38,27.32,685.15,0.74,600.95
27.03,27.42,27.3,685.15,0.74,600.95
27.03,27.42,27.3,685.15,0.74,600.95
27.03,27.38,27.29,685.15,0.73,594.41
27.03,27.38,27.29,685.15,0.73,594.41
27.03,27.42,27.29,685.15,0.74,594.0
27.03,27.42,27.29,685.15,0.74,594.0
27.03,27.38,27.29,685.15,0.73,594.0
27.03,27.38,27.29,685.15,0.73,594.0
27.03,27.34,27.3,685.15,0.73,594.0
27.03,27.34,27.3,685.15,0.73,594.0
27.03,27.38,27.3,685.15,0.73,595.63
27.03,27.38,27.3,685.15,0.73,595.63
27.03,27.38,27.28,685.15,0.73,600.95
27.03,27.38,27.28,685.15,0.73,600.95
27.03,27.42,27.28,685.15,0.72,602.58
27.03,27.42,27.28,685.15,0.72,602.58
27.03,27.38,27.29,685.15,0.74,607.9
27.03,27.38,27.29,685.15,0.74,607.9
27.03,27.34,27.29,685.15,0.74,607.9
27.03,27.34,27.29,685.15,0.74,607.9
27.03,27.38,27.29,685.15,0.73,607.9
27.03,27.38,27.29,685.15,0.73,607.9
27.03,27.38,27.29,685.15,0.74,601.56
27.03,27.38,27.29,685.15,0.74,601.56
27.03,27.42,27.28,685.15,0.74,600.95
27.03,27.42,27.28,685.15,0.74,600.95
27.03,27.38,27.29,685.15,0.74,597.68
27.03,27.38,27.29,685.15,0.74,597.68
27.03,27.34,27.3,685.15,0.74,594.0
27.03,27.34,27.3,685.15,0.74,594.0
27.03,27.38,27.28,685.15,0.74,594.0
27.03,27.38,27.28,685.15,0.74,594.0
27.03,27.42,27.27,685.15,0.72,600.95
27.03,27.42,27.27,685.15,0.72,600.95
27.03,27.38,27.29,685.15,0.73,602.58
27.03,27.38,27.29,685.15,0.73,602.58
27.03,27.34,27.3,685.15,0.73,607.9
27.03,27.34,27.3,685.15,0.73,607.9
27.03,27.38,27.28,685.15,0.73,607.9
27.03,27.38,27.28,685.15,0.73,607.9
27.03,27.38,27.29,685.15,0.73,600.95
27.03,27.38,27.29,685.15,0.73,600.95
27.03,27.34,27.29,685.15,0.72,600.74
27.03,27.34,27.29,685.15,0.72,600.74
27.03,27.38,27.27,685.15,0.72,607.9
27.03,27.38,27.27,685.15,0.72,607.9
27.03,27.38,27.28,685.15,0.72,595.84
27.03,27.38,27.28,685.15,0.72,595.84
27.03,27.34,27.28,685.15,0.72,594.0
27.03,27.34,27.28,685.15,0.72,594.0
27.03,27.42,27.28,685.15,0.72,607.9
27.03,27.42,27.28,685.15,0.72,607.9
27.03,27.38,27.27,685.15,0.72,600.95
27.03,27.38,27.27,685.15,0.72,600.95
27.03,27.34,27.3,685.15,0.72,594.0
27.03,27.34,27.3,685.15,0.72,594.0
27.03,27.38,27.28,685.15,0.72,607.9
27.03,27.38,27.28,685.15,0.72,607.9
27.03,27.38,27.28,685.15,0.73,600.95
27.03,27.38,27.28,685.15,0.73,600.95
27.03,27.38,27.29,685.15,0.72,594.0
27.03,27.38,27.29,685.15,0.72,594.0
27.03,27.38,27.28,685.15,0.73,607.9
27.03,27.38,27.28,685.15,0.73,607.9
27.03,27.42,27.27,685.15,0.72,600.95
27.03,27.42,27.27,685.15,0.72,600.95
27.03,27.38,27.29,685.15,0.71,594.0
27.03,27.38,27.29,685.15,0.71,594.0
27.03,27.38,27.29,685.15,0.7,601.36
27.03,27.38,27.29,685.15,0.7,601.36
27.03,27.38,27.28,685.15,0.73,607.28
27.03,27.38,27.28,685.15,0.73,607.28
27.03,27.38,27.28,685.15,0.72,594.41
27.03,27.38,27.28,685.15,0.72,594.41
27.03,27.38,27.27,685.15,0.72,595.23
27.03,27.38,27.27,685.15,0.72,595.23
27.03,27.34,27.29,685.15,0.72,607.9
27.03,27.34,27.29,685.15,0.72,607.9
26.66,27.42,26.94,685.15,0.48,600.95
26.66,27.42,26.94,685.15,0.48,600.95
26.3,27.34,26.68,685.15,0.3,587.05
26.3,27.34,26.68,685.15,0.3,587.05
26.29,27.38,26.66,685.15,0.29,587.05
26.29,27.38,26.66,685.15,0.29,587.05
26.29,27.38,26.67,685.15,0.3,591.14
26.29,27.38,26.67,685.15,0.3,591.14
26.51,27.38,26.67,685.15,0.32,600.95
26.51,27.38,26.67,685.15,0.32,600.95
26.32,27.42,26.66,685.15,0.32,594.0
26.32,27.42,26.66,685.15,0.32,594.0
26.29,27.34,26.69,685.15,0.32,587.26
26.29,27.34,26.69,685.15,0.32,587.26
26.29,27.38,26.66,685.15,0.32,587.05
26.29,27.38,26.66,685.15,0.32,587.05
26.29,27.38,26.67,685.15,0.32,587.05
26.29,27.38,26.67,685.15,0.32,587.05
26.29,27.38,26.67,685.15,0.31,594.0
26.29,27.38,26.67,685.15,0.31,594.0
26.29,27.49,26.66,685.15,0.32,595.63
26.29,27.49,26.66,685.15,0.32,595.63
26.29,27.34,26.68,685.15,0.3,590.53
26.29,27.34,26.68,685.15,0.3,590.53
26.66,27.42,27.03,685.15,0.55,594.0
26.66,27.42,27.03,685.15,0.55,594.0
26.29,27.38,26.66,685.15,0.29,587.05
26.29,27.38,26.66,685.15,0.29,587.05
26.44,27.42,26.66,685.15,0.33,598.29
26.44,27.42,26.66,685.15,0.33,598.29
26.29,27.38,26.67,685.15,0.32,595.84
26.29,27.38,26.67,685.15,0.32,595.84
26.29,27.42,26.65,685.15,0.32,587.05
26.29,27.42,26.65,685.15,0.32,587.05
26.29,27.38,26.68,685.15,0.32,587.05
26.29,27.38,26.68,685.15,0.32,587.05
26.58,27.49,26.65,685.15,0.31,600.54
26.58,27.49,26.65,685.15,0.31,600.54
26.31,27.38,26.67,685.15,0.33,597.47
26.31,27.38,26.67,685.15,0.33,597.47
26.29,27.38,26.66,685.15,0.31,587.05
26.29,27.38,26.66,685.15,0.31,587.05
26.31,27.38,26.67,685.15,0.32,592.16
26.31,27.38,26.67,685.15,0.32,592.16
26.46,27.38,26.66,685.15,0.31,600.95
26.46,27.38,26.66,685.15,0.31,600.95
26.29,27.38,26.66,685.15,0.3,594.0
26.29,27.38,26.66,685.15,0.3,594.0
26.29,27.38,26.66,685.15,0.3,587.05
26.29,27.38,26.66,685.15,0.3,587.05
26.29,27.42,26.65,685.15,0.3,593.59
26.29,27.42,26.65,685.15,0.3,593.59
26.3,27.34,26.68,685.15,0.3,604.42
26.3,27.34,26.68,685.15,0.3,604.42
26.29,27.49,26.65,685.15,0.3,594.0
26.29,27.49,26.65,685.15,0.3,594.0
26.29,27.38,26.67,685.15,0.3,587.05
26.29,27.38,26.67,685.15,0.3,587.05
26.29,27.42,26.65,685.15,0.32,593.59
26.29,27.42,26.65,685.15,0.32,593.59
26.3,27.38,26.67,685.15,0.32,600.95
26.3,27.38,26.67,685.15,0.32,600.95
26.29,27.42,26.65,685.15,0.32,594.0
26.29,27.42,26.65,685.15,0.32,594.0
26.29,27.42,26.66,685.15,0.33,587.05
26.29,27.42,26.66,685.15,0.33,587.05
26.29,27.42,26.65,685.15,0.3,593.59
26.29,27.42,26.65,685.15,0.3,593.59
26.29,27.38,26.66,685.15,0.3,600.95
26.29,27.38,26.66,685.15,0.3,600.95
26.62,27.42,26.65,685.15,0.31,594.82
26.62,27.42,26.65,685.15,0.31,594.82
26.29,27.38,26.66,685.15,0.32,587.05
26.29,27.38,26.66,685.15,0.32,587.05
26.29,27.42,26.65,685.15,0.32,587.05
26.29,27.42,26.65,685.15,0.32,587.05
26.43,27.38,26.67,685.15,0.32,594.0
26.43,27.38,26.67,685.15,0.32,594.0
26.3,27.49,26.64,685.15,0.32,600.95
26.3,27.49,26.64,685.15,0.32,600.95
26.32,27.38,26.66,685.15,0.31,594.0
26.32,27.38,26.66,685.15,0.31,594.0
26.29,27.42,26.64,685.15,0.32,581.94
26.29,27.42,26.64,685.15,0.32,581.94
26.29,27.38,26.65,685.15,0.3,587.05
26.29,27.38,26.65,685.15,0.3,587.05
26.57,27.42,26.65,685.15,0.3,595.63
26.57,27.42,26.65,685.15,0.3,595.63
26.39,27.42,26.64,685.15,0.29,600.95
26.39,27.42,26.64,685.15,0.29,600.95
26.29,27.42,26.65,685.15,0.32,591.34
26.29,27.42,26.65,685.15,0.32,591.34
26.29,27.42,26.65,685.15,0.31,587.05
26.29,27.42,26.65,685.15,0.31,587.05
26.29,27.42,26.65,685.15,0.32,587.05
26.29,27.42,26.65,685.15,0.32,587.05
26.29,27.42,26.64,685.15,0.3,600.95
26.29,27.42,26.64,685.15,0.3,600.95
26.29,27.38,26.66,685.15,0.29,595.84
26.29,27.38,26.66,685.15,0.29,595.84
26.29,27.49,26.64,685.15,0.31,587.26
26.29,27.49,26.64,685.15,0.31,587.26
26.29,27.38,26.66,685.15,0.32,587.05
26.29,27.38,26.66,685.15,0.32,587.05
26.3,27.42,26.64,685.15,0.32,591.34
26.3,27.42,26.64,685.15,0.32,591.34
26.65,27.38,26.64,685.15,0.32,600.95
26.65,27.38,26.64,685.15,0.32,600.95
26.31,27.38,26.64,685.15,0.3,594.0
26.31,27.38,26.64,685.15,0.3,594.0
26.36,27.42,26.64,685.15,0.3,587.05
26.36,27.42,26.64,685.15,0.3,587.05
26.29,27.42,26.65,685.15,0.3,587.05
26.29,27.42,26.65,685.15,0.3,587.05
26.48,27.42,26.64,685.15,0.29,594.61
26.48,27.42,26.64,685.15,0.29,594.61
26.36,27.42,26.64,685.15,0.3,600.95
26.36,27.42,26.64,685.15,0.3,600.95
26.29,27.42,26.65,685.15,0.32,590.73
26.29,27.42,26.65,685.15,0.32,590.73
26.29,27.42,26.64,685.15,0.32,586.44
26.29,27.42,26.64,685.15,0.32,586.44
26.44,27.42,26.64,685.15,0.32,594.0
26.44,27.42,26.64,685.15,0.32,594.0
26.29,27.42,26.64,685.15,0.32,600.95
26.29,27.42,26.64,685.15,0.32,600.95
26.57,27.38,26.65,685.15,0.31,590.73
26.57,27.38,26.65,685.15,0.31,590.73
26.29,27.49,26.63,685.15,0.31,587.05
26.29,27.49,26.63,685.15,0.31,587.05
26.29,27.38,26.66,685.15,0.32,594.0
26.29,27.38,26.66,685.15,0.32,594.0
26.33,27.49,26.63,685.15,0.31,600.95
26.33,27.49,26.63,685.15,0.31,600.95
26.3,27.42,26.65,685.15,0.32,589.71
26.3,27.42,26.65,685.15,0.32,589.71
26.29,27.42,26.63,685.15,0.31,587.05
26.29,27.42,26.63,685.15,0.31,587.05
26.29,27.42,26.64,685.15,0.32,599.11
26.29,27.42,26.64,685.15,0.32,599.11
26.29,27.49,26.65,685.15,0.29,594.0
26.29,27.49,26.65,685.15,0.29,594.0
26.29,27.42,26.64,685.15,0.3,586.85
26.29,27.42,26.64,685.15,0.3,586.85
26.29,27.42,26.67,685.15,0.3,589.91
26.29,27.42,26.67,685.15,0.3,589.91
26.38,27.42,26.64,685.15,0.29,594.0
26.38,27.42,26.64,685.15,0.29,594.0
26.29,27.42,26.65,685.15,0.3,585.62
26.29,27.42,26.65,685.15,0.3,585.62
26.29,27.42,26.66,685.15,0.29,588.28
26.29,27.42,26.66,685.15,0.29,588.28
26.32,27.42,26.66,685.15,0.29,597.68
26.32,27.42,26.66,685.15,0.29,597.68
26.29,27.42,26.64,685.15,0.28,581.94
26.29,27.42,26.64,685.15,0.28,581.94
26.29,27.42,26.67,685.15,0.3,587.05
26.29,27.42,26.67,685.15,0.3,587.05
26.35,27.42,26.66,685.15,0.29,594.41
26.35,27.42,26.66,685.15,0.29,594.41
26.29,27.49,26.64,685.15,0.3,587.05
26.29,27.49,26.64,685.15,0.3,587.05
26.29,27.42,26.67,685.15,0.29,587.05
26.29,27.42,26.67,685.15,0.29,587.05
26.31,27.42,26.65,685.15,0.29,599.31
26.31,27.42,26.65,685.15,0.29,599.31
26.29,27.42,26.65,685.15,0.3,587.05
26.29,27.42,26.65,685.15,0.3,587.05
26.29,27.42,26.67,685.15,0.29,587.05
26.29,27.42,26.67,685.15,0.29,587.05
26.29,27.52,26.65,685.15,0.28,586.85
26.29,27.52,26.65,685.15,0.28,586.85
26.29,27.49,26.66,685.15,0.3,592.57
26.29,27.49,26.66,685.15,0.3,592.57
26.66,27.42,26.66,685.15,0.29,595.23
26.66,27.42,26.66,685.15,0.29,595.23
26.29,27.52,26.66,685.15,0.3,587.05
26.29,27.52,26.66,685.15,0.3,587.05
26.29,27.49,26.67,685.15,0.28,587.05
26.29,27.49,26.67,685.15,0.28,587.05
26.66,27.42,26.67,685.15,0.29,600.33
26.66,27.42,26.67,685.15,0.29,600.33
26.57,27.52,26.66,685.15,0.29,587.05
26.57,27.52,26.66,685.15,0.29,587.05
26.29,27.49,26.67,685.15,0.29,587.05
26.29,27.49,26.67,685.15,0.29,587.05
26.66,27.49,26.67,685.15,0.29,599.72
26.66,27.49,26.67,685.15,0.29,599.72
26.29,27.52,26.65,685.15,0.29,587.05
26.29,27.52,26.65,685.15,0.29,587.05
26.32,27.49,26.68,685.15,0.3,587.05
26.32,27.49,26.68,685.15,0.3,587.05
26.49,27.42,26.67,685.15,0.29,600.95
26.49,27.42,26.67,685.15,0.29,600.95
26.3,27.49,26.67,685.15,0.3,587.05
26.3,27.49,26.67,685.15,0.3,587.05
26.57,27.49,26.66,685.15,0.29,587.05
26.57,27.49,26.66,685.15,0.29,587.05
26.66,27.42,26.69,685.15,0.3,600.95
26.66,27.42,26.69,685.15,0.3,600.95
26.43,27.49,26.67,685.15,0.3,587.05
26.43,27.49,26.67,685.15,0.3,587.05
26.29,27.52,26.66,685.15,0.3,586.23
26.29,27.52,26.66,685.15,0.3,586.23
26.37,27.49,26.68,685.15,0.29,600.95
26.37,27.49,26.68,685.15,0.29,600.95
26.29,27.42,26.66,685.15,0.29,587.05
26.29,27.42,26.66,685.15,0.29,587.05
26.29,27.52,26.67,685.15,0.29,587.05
26.29,27.52,26.67,685.15,0.29,587.05
26.3,27.49,26.67,685.15,0.29,600.54
26.3,27.49,26.67,685.15,0.29,600.54
26.29,27.49,26.67,685.15,0.3,593.18
26.29,27.49,26.67,685.15,0.3,593.18
26.66,27.49,26.95,685.15,0.48,587.05
26.66,27.49,26.95,685.15,0.48,587.05
26.66,27.42,27.01,685.15,0.49,597.47
26.66,27.42,27.01,685.15,0.49,597.47
26.66,27.49,26.95,685.15,0.48,596.86
26.66,27.49,26.95,685.15,0.48,596.86
26.66,27.49,26.97,685.15,0.49,587.05
26.66,27.49,26.97,685.15,0.49,587.05
26.29,27.49,26.67,685.15,0.29,587.05
26.29,27.49,26.67,685.15,0.29,587.05
26.29,27.49,26.67,685.15,0.29,600.54
26.29,27.49,26.67,685.15,0.29,600.54
26.29,27.42,26.69,685.15,0.29,594.0
26.29,27.42,26.69,685.15,0.29,594.0
26.29,27.52,26.66,685.15,0.29,580.1
26.29,27.52,26.66,685.15,0.29,580.1
26.29,27.49,26.68,685.15,0.29,594.0
26.29,27.49,26.68,685.15,0.29,594.0
26.66,27.49,26.67,685.15,0.29,600.95
26.66,27.49,26.67,685.15,0.29,600.95
26.29,27.49,26.67,685.15,0.3,587.05
26.29,27.49,26.67,685.15,0.3,587.05
26.29,27.42,26.69,685.15,0.29,587.05
26.29,27.42,26.69,685.15,0.29,587.05
26.37,27.49,26.67,685.15,0.3,600.95
26.37,27.49,26.67,685.15,0.3,600.95
26.29,27.49,26.67,685.15,0.29,594.0
26.29,27.49,26.67,685.15,0.29,594.0
26.29,27.42,26.69,685.15,0.3,587.05
26.29,27.42,26.69,685.15,0.3,587.05
26.62,27.49,26.68,685.15,0.28,594.0
26.62,27.49,26.68,685.15,0.28,594.0
26.29,27.49,26.68,685.15,0.3,594.0
26.29,27.49,26.68,685.15,0.3,594.0
26.29,27.42,26.69,685.15,0.29,581.74
26.29,27.42,26.69,685.15,0.29,581.74
26.3,27.49,26.68,685.15,0.29,595.23
26.3,27.49,26.68,685.15,0.29,595.23
26.48,27.52,26.67,685.15,0.29,591.34
26.48,27.52,26.67,685.15,0.29,591.34
26.29,27.42,26.67,685.15,0.29,580.1
26.29,27.42,26.67,685.15,0.29,580.1
26.52,27.42,26.69,685.15,0.3,597.68
26.52,27.42,26.69,685.15,0.3,597.68
26.29,27.49,26.67,685.15,0.29,587.05
26.29,27.49,26.67,685.15,0.29,587.05
26.57,27.52,26.67,685.15,0.29,587.05
26.57,27.52,26.67,685.15,0.29,587.05
26.64,27.49,26.67,685.15,0.29,600.95
26.64,27.49,26.67,685.15,0.29,600.95
26.29,27.49,26.69,685.15,0.29,587.05
26.29,27.49,26.69,685.15,0.29,587.05
26.33,27.42,26.69,685.15,0.29,594.0
26.33,27.42,26.69,685.15,0.29,594.0
26.36,27.49,26.68,685.15,0.29,588.89
26.36,27.49,26.68,685.15,0.29,588.89
26.29,27.49,26.68,685.15,0.3,587.05
26.29,27.49,26.68,685.15,0.3,587.05
26.48,27.52,26.67,685.15,0.29,595.84
26.48,27.52,26.67,685.15,0.29,595.84
26.29,27.52,26.67,685.15,0.3,584.39
26.29,27.52,26.67,685.15,0.3,584.39
26.64,27.42,26.68,685.15,0.29,600.74
26.64,27.42,26.68,685.15,0.29,600.74
26.29,27.49,26.68,685.15,0.29,587.05
26.29,27.49,26.68,685.15,0.29,587.05
26.37,27.42,26.68,685.15,0.28,594.0
26.37,27.42,26.68,685.15,0.28,594.0
26.29,27.42,26.69,685.15,0.3,594.0
26.29,27.42,26.69,685.15,0.3,594.0
26.32,27.49,26.67,685.15,0.29,587.05
26.32,27.49,26.67,685.15,0.29,587.05
26.57,27.49,26.68,685.15,0.29,600.95
26.57,27.49,26.68,685.15,0.29,600.95
26.29,27.49,26.67,685.15,0.28,581.94
26.29,27.49,26.67,685.15,0.28,581.94
26.64,27.49,26.68,685.15,0.3,594.0
26.64,27.49,26.68,685.15,0.3,594.0
26.3,27.42,26.7,685.15,0.28,594.0
26.3,27.42,26.7,685.15,0.28,594.0
26.29,27.49,26.68,685.15,0.29,586.44
26.29,27.49,26.68,685.15,0.29,586.44
26.5,27.52,26.68,685.15,0.3,598.09
26.5,27.52,26.68,685.15,0.3,598.09
26.29,27.49,26.68,685.15,0.28,587.05
26.29,27.49,26.68,685.15,0.28,587.05
26.29,27.42,26.69,685.15,0.3,587.05
26.29,27.42,26.69,685.15,0.3,587.05
26.38,27.42,26.69,685.15,0.29,600.95
26.38,27.42,26.69,685.15,0.29,600.95
26.29,27.49,26.69,685.15,0.3,587.05
26.29,27.49,26.69,685.15,0.3,587.05
26.48,27.52,26.67,685.15,0.29,594.0
26.48,27.52,26.67,685.15,0.29,594.0
26.31,27.49,26.68,685.15,0.3,594.0
26.31,27.49,26.68,685.15,0.3,594.0
26.29,27.42,26.7,685.15,0.29,581.74
26.29,27.42,26.7,685.15,0.29,581.74
26.6,27.42,26.68,685.15,0.29,600.95
26.6,27.42,26.68,685.15,0.29,600.95
26.29,27.49,26.69,685.15,0.3,589.71
26.29,27.49,26.69,685.15,0.3,589.71
26.29,27.52,26.67,685.15,0.29,587.05
26.29,27.52,26.67,685.15,0.29,587.05
26.66,27.49,26.69,685.15,0.29,600.95
26.66,27.49,26.69,685.15,0.29,600.95
26.29,27.42,26.7,685.15,0.28,587.05
26.29,27.42,26.7,685.15,0.28,587.05
26.38,27.42,26.69,685.15,0.32,594.0
26.38,27.42,26.69,685.15,0.32,594.0
26.58,27.52,26.67,685.15,0.3,594.2
26.58,27.52,26.67,685.15,0.3,594.2
26.29,27.42,26.68,685.15,0.31,586.23
26.29,27.42,26.68,685.15,0.31,586.23
26.51,27.42,26.7,685.15,0.31,594.0
26.51,27.42,26.7,685.15,0.31,594.0
26.37,27.42,26.68,685.15,0.29,588.89
26.37,27.42,26.68,685.15,0.29,588.89
26.29,27.49,26.69,685.15,0.28,587.05
26.29,27.49,26.69,685.15,0.28,587.05
26.6,27.52,26.67,685.15,0.3,600.95
26.6,27.52,26.67,685.15,0.3,600.95
26.29,27.42,26.69,685.15,0.29,587.05
26.29,27.42,26.69,685.15,0.29,587.05
26.44,27.42,26.69,685.15,0.29,594.0
26.44,27.42,26.69,685.15,0.29,594.0
26.29,27.42,26.7,685.15,0.29,588.07
26.29,27.42,26.7,685.15,0.29,588.07
26.29,27.42,26.68,685.15,0.28,587.05
26.29,27.42,26.68,685.15,0.28,587.05
26.48,27.42,26.69,685.15,0.3,598.29
26.48,27.42,26.69,685.15,0.3,598.29
26.29,27.49,26.68,685.15,0.28,583.58
26.29,27.49,26.68,685.15,0.28,583.58
26.31,27.49,26.68,685.15,0.3,599.52
26.31,27.49,26.68,685.15,0.3,599.52
26.29,27.42,26.68,685.15,0.28,587.05
26.29,27.42,26.68,685.15,0.28,587.05
26.31,27.42,26.69,685.15,0.29,594.0
26.31,27.42,26.69,685.15,0.29,594.0
26.33,27.42,26.69,685.15,0.29,590.53
26.33,27.42,26.69,685.15,0.29,590.53
26.29,27.42,26.7,685.15,0.3,587.05
26.29,27.42,26.7,685.15,0.3,587.05
